3.519638e+01,3.516973e+01,3.514309e+01,3.515641e+01,3.511644e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.515641e+01,3.516973e+01,3.515641e+01,3.514309e+01,3.512976e+01,3.510311e+01,3.514309e+01,3.518306e+01,3.514309e+01,3.515641e+01,3.512976e+01,3.511644e+01,3.507645e+01,3.516973e+01,3.530286e+01,3.512976e+01,3.515641e+01,3.510311e+01,3.514309e+01,3.510311e+01,3.514309e+01,3.508978e+01,3.508978e+01,3.507645e+01,3.504978e+01,3.510311e+01,3.514309e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.510311e+01,3.506311e+01,3.510311e+01,3.516973e+01,3.515641e+01,3.511644e+01,3.512976e+01,3.518306e+01,3.519638e+01,3.512976e+01,3.515641e+01,3.519638e+01,3.516973e+01,3.514309e+01,3.516973e+01,3.515641e+01,3.511644e+01,3.512976e+01,3.506311e+01,3.504978e+01,3.502310e+01,3.507645e+01,3.510311e+01,3.510311e+01,3.510311e+01,3.511644e+01,3.507645e+01,3.506311e+01,3.524963e+01,3.511644e+01,3.507645e+01,3.515641e+01,3.508978e+01,3.508978e+01,3.508978e+01,3.503644e+01,3.504978e+01,3.507645e+01,3.507645e+01,3.508978e+01,3.510311e+01,3.510311e+01,3.512976e+01,3.514309e+01,3.510311e+01,3.511644e+01,3.511644e+01,3.516973e+01,3.515641e+01,3.518306e+01,3.519638e+01,3.516973e+01,3.520969e+01,3.522301e+01,3.518306e+01,3.518306e+01,3.522301e+01,3.518306e+01
3.512976e+01,3.507645e+01,3.507645e+01,3.506311e+01,3.504978e+01,3.503644e+01,3.504978e+01,3.512976e+01,3.514309e+01,3.520969e+01,3.519638e+01,3.522301e+01,3.520969e+01,3.516973e+01,3.512976e+01,3.515641e+01,3.515641e+01,3.507645e+01,3.518306e+01,3.504978e+01,3.512976e+01,3.514309e+01,3.522301e+01,3.510311e+01,3.518306e+01,3.511644e+01,3.516973e+01,3.511644e+01,3.511644e+01,3.515641e+01,3.515641e+01,3.512976e+01,3.510311e+01,3.511644e+01,3.514309e+01,3.515641e+01,3.512976e+01,3.511644e+01,3.510311e+01,3.508978e+01,3.507645e+01,3.507645e+01,3.512976e+01,3.510311e+01,3.510311e+01,3.516973e+01,3.514309e+01,3.514309e+01,3.511644e+01,3.514309e+01,3.504978e+01,3.516973e+01,3.515641e+01,3.511644e+01,3.512976e+01,3.519638e+01,3.507645e+01,3.510311e+01,3.506311e+01,3.504978e+01,3.507645e+01,3.510311e+01,3.511644e+01,3.507645e+01,3.504978e+01,3.506311e+01,3.510311e+01,3.508978e+01,3.506311e+01,3.508978e+01,3.508978e+01,3.512976e+01,3.511644e+01,3.504978e+01,3.507645e+01,3.506311e+01,3.503644e+01,3.507645e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.515641e+01,3.514309e+01,3.515641e+01,3.515641e+01,3.518306e+01,3.519638e+01,3.516973e+01,3.514309e+01,3.514309e+01,3.516973e+01,3.518306e+01,3.515641e+01,3.506311e+01,3.511644e+01,3.512976e+01
3.508978e+01,3.508978e+01,3.510311e+01,3.503644e+01,3.506311e+01,3.508978e+01,3.512976e+01,3.518306e+01,3.516973e+01,3.524963e+01,3.524963e+01,3.523632e+01,3.524963e+01,3.520969e+01,3.511644e+01,3.508978e+01,3.507645e+01,3.512976e+01,3.507645e+01,3.504978e+01,3.514309e+01,3.514309e+01,3.510311e+01,3.512976e+01,3.515641e+01,3.507645e+01,3.510311e+01,3.512976e+01,3.514309e+01,3.516973e+01,3.518306e+01,3.515641e+01,3.515641e+01,3.514309e+01,3.512976e+01,3.515641e+01,3.514309e+01,3.511644e+01,3.510311e+01,3.511644e+01,3.507645e+01,3.503644e+01,3.508978e+01,3.508978e+01,3.508978e+01,3.510311e+01,3.512976e+01,3.519638e+01,3.515641e+01,3.516973e+01,3.508978e+01,3.519638e+01,3.514309e+01,3.510311e+01,3.511644e+01,3.510311e+01,3.504978e+01,3.512976e+01,3.504978e+01,3.503644e+01,3.508978e+01,3.510311e+01,3.511644e+01,3.507645e+01,3.510311e+01,3.515641e+01,3.507645e+01,3.507645e+01,3.510311e+01,3.515641e+01,3.510311e+01,3.511644e+01,3.506311e+01,3.506311e+01,3.508978e+01,3.507645e+01,3.498307e+01,3.504978e+01,3.518306e+01,3.518306e+01,3.514309e+01,3.514309e+01,3.516973e+01,3.516973e+01,3.520969e+01,3.522301e+01,3.524963e+01,3.516973e+01,3.510311e+01,3.512976e+01,3.519638e+01,3.511644e+01,3.508978e+01,3.503644e+01,3.507645e+01,3.511644e+01
3.510311e+01,3.510311e+01,3.511644e+01,3.507645e+01,3.510311e+01,3.512976e+01,3.515641e+01,3.516973e+01,3.514309e+01,3.516973e+01,3.519638e+01,3.519638e+01,3.518306e+01,3.519638e+01,3.514309e+01,3.511644e+01,3.508978e+01,3.519638e+01,3.512976e+01,3.506311e+01,3.506311e+01,3.506311e+01,3.503644e+01,3.511644e+01,3.510311e+01,3.507645e+01,3.507645e+01,3.511644e+01,3.515641e+01,3.515641e+01,3.515641e+01,3.514309e+01,3.515641e+01,3.515641e+01,3.514309e+01,3.518306e+01,3.516973e+01,3.518306e+01,3.519638e+01,3.515641e+01,3.512976e+01,3.510311e+01,3.508978e+01,3.506311e+01,3.511644e+01,3.514309e+01,3.516973e+01,3.524963e+01,3.523632e+01,3.515641e+01,3.519638e+01,3.520969e+01,3.514309e+01,3.511644e+01,3.511644e+01,3.503644e+01,3.499642e+01,3.502310e+01,3.503644e+01,3.504978e+01,3.514309e+01,3.514309e+01,3.512976e+01,3.511644e+01,3.510311e+01,3.512976e+01,3.508978e+01,3.514309e+01,3.519638e+01,3.524963e+01,3.516973e+01,3.514309e+01,3.512976e+01,3.515641e+01,3.518306e+01,3.515641e+01,3.511644e+01,3.508978e+01,3.512976e+01,3.518306e+01,3.516973e+01,3.518306e+01,3.515641e+01,3.514309e+01,3.514309e+01,3.518306e+01,3.523632e+01,3.512976e+01,3.507645e+01,3.506311e+01,3.520969e+01,3.511644e+01,3.506311e+01,3.515641e+01,3.512976e+01,3.507645e+01
3.515641e+01,3.512976e+01,3.511644e+01,3.508978e+01,3.507645e+01,3.508978e+01,3.506311e+01,3.510311e+01,3.510311e+01,3.508978e+01,3.512976e+01,3.519638e+01,3.512976e+01,3.519638e+01,3.523632e+01,3.523632e+01,3.511644e+01,3.519638e+01,3.516973e+01,3.511644e+01,3.504978e+01,3.504978e+01,3.506311e+01,3.504978e+01,3.507645e+01,3.510311e+01,3.511644e+01,3.512976e+01,3.514309e+01,3.516973e+01,3.515641e+01,3.515641e+01,3.515641e+01,3.515641e+01,3.515641e+01,3.519638e+01,3.519638e+01,3.520969e+01,3.522301e+01,3.516973e+01,3.514309e+01,3.510311e+01,3.506311e+01,3.503644e+01,3.512976e+01,3.519638e+01,3.520969e+01,3.528956e+01,3.526294e+01,3.512976e+01,3.511644e+01,3.519638e+01,3.512976e+01,3.511644e+01,3.514309e+01,3.503644e+01,3.494304e+01,3.495638e+01,3.503644e+01,3.516973e+01,3.511644e+01,3.516973e+01,3.516973e+01,3.515641e+01,3.512976e+01,3.515641e+01,3.514309e+01,3.526294e+01,3.518306e+01,3.516973e+01,3.522301e+01,3.528956e+01,3.535607e+01,3.522301e+01,3.519638e+01,3.516973e+01,3.508978e+01,3.499642e+01,3.502310e+01,3.514309e+01,3.522301e+01,3.522301e+01,3.515641e+01,3.512976e+01,3.511644e+01,3.512976e+01,3.515641e+01,3.511644e+01,3.510311e+01,3.514309e+01,3.515641e+01,3.514309e+01,3.510311e+01,3.514309e+01,3.516973e+01,3.512976e+01
,3.516973e+01,3.514309e+01,3.510311e+01,3.507645e+01,3.507645e+01,3.506311e+01,3.510311e+01,3.511644e+01,3.512976e+01,3.512976e+01,3.518306e+01,3.516973e+01,3.516973e+01,3.523632e+01,3.519638e+01,3.515641e+01,3.518306e+01,3.514309e+01,3.518306e+01,3.507645e+01,3.508978e+01,3.510311e+01,3.507645e+01,3.508978e+01,3.508978e+01,3.514309e+01,3.516973e+01,3.515641e+01,3.516973e+01,3.514309e+01,3.516973e+01,3.516973e+01,3.518306e+01,3.518306e+01,3.515641e+01,3.515641e+01,3.514309e+01,3.510311e+01,3.510311e+01,3.519638e+01,3.520969e+01,3.510311e+01,3.510311e+01,3.511644e+01,3.508978e+01,3.524963e+01,3.528956e+01,3.519638e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.514309e+01,3.514309e+01,3.512976e+01,3.518306e+01,3.506311e+01,3.520969e+01,3.506311e+01,3.522301e+01,3.510311e+01,3.503644e+01,3.515641e+01,3.506311e+01,3.508978e+01,3.508978e+01,3.510311e+01,3.516973e+01,3.506311e+01,3.512976e+01,3.512976e+01,3.519638e+01,3.528956e+01,3.523632e+01,3.516973e+01,3.520969e+01,3.516973e+01,3.512976e+01,3.512976e+01,3.511644e+01,3.518306e+01,3.518306e+01,3.514309e+01,3.511644e+01,3.508978e+01,3.512976e+01,3.511644e+01,3.512976e+01,3.522301e+01,3.515641e+01,3.508978e+01,3.518306e+01,3.510311e+01,3.515641e+01,3.515641e+01,3.515641e+01
,3.516973e+01,3.514309e+01,3.512976e+01,3.511644e+01,3.510311e+01,3.508978e+01,3.507645e+01,3.510311e+01,3.515641e+01,3.515641e+01,3.514309e+01,3.518306e+01,3.519638e+01,3.519638e+01,3.514309e+01,3.518306e+01,3.514309e+01,3.519638e+01,3.514309e+01,3.506311e+01,3.508978e+01,3.512976e+01,3.512976e+01,3.508978e+01,3.510311e+01,3.512976e+01,3.514309e+01,3.516973e+01,3.518306e+01,3.512976e+01,3.516973e+01,3.515641e+01,3.518306e+01,3.518306e+01,3.515641e+01,3.507645e+01,3.511644e+01,3.514309e+01,3.514309e+01,3.522301e+01,3.524963e+01,3.519638e+01,3.518306e+01,3.516973e+01,3.508978e+01,3.522301e+01,3.522301e+01,3.510311e+01,3.510311e+01,3.512976e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.508978e+01,3.508978e+01,3.506311e+01,3.522301e+01,3.514309e+01,3.512976e+01,3.516973e+01,3.506311e+01,3.516973e+01,3.507645e+01,3.519638e+01,3.519638e+01,3.516973e+01,3.516973e+01,3.511644e+01,3.523632e+01,3.526294e+01,3.528956e+01,3.524963e+01,3.520969e+01,3.519638e+01,3.518306e+01,3.519638e+01,3.515641e+01,3.516973e+01,3.524963e+01,3.522301e+01,3.516973e+01,3.518306e+01,3.520969e+01,3.515641e+01,3.510311e+01,3.512976e+01,3.502310e+01,3.504978e+01,3.510311e+01,3.510311e+01,3.515641e+01,3.516973e+01,3.518306e+01,3.518306e+01,3.518306e+01
,3.512976e+01,3.514309e+01,3.514309e+01,3.511644e+01,3.510311e+01,3.510311e+01,3.506311e+01,3.514309e+01,3.518306e+01,3.522301e+01,3.518306e+01,3.515641e+01,3.522301e+01,3.522301e+01,3.514309e+01,3.515641e+01,3.514309e+01,3.515641e+01,3.506311e+01,3.510311e+01,3.511644e+01,3.516973e+01,3.508978e+01,3.504978e+01,3.508978e+01,3.512976e+01,3.512976e+01,3.516973e+01,3.514309e+01,3.508978e+01,3.514309e+01,3.515641e+01,3.518306e+01,3.512976e+01,3.510311e+01,3.502310e+01,3.499642e+01,3.510311e+01,3.518306e+01,3.516973e+01,3.511644e+01,3.512976e+01,3.510311e+01,3.510311e+01,3.515641e+01,3.512976e+01,3.515641e+01,3.511644e+01,3.514309e+01,3.512976e+01,3.510311e+01,3.523632e+01,3.508978e+01,3.511644e+01,3.519638e+01,3.518306e+01,3.516973e+01,3.502310e+01,3.520969e+01,3.507645e+01,3.519638e+01,3.512976e+01,3.510311e+01,3.504978e+01,3.510311e+01,3.512976e+01,3.512976e+01,3.514309e+01,3.519638e+01,3.511644e+01,3.510311e+01,3.511644e+01,3.512976e+01,3.511644e+01,3.511644e+01,3.516973e+01,3.522301e+01,3.520969e+01,3.519638e+01,3.514309e+01,3.507645e+01,3.511644e+01,3.508978e+01,3.506311e+01,3.511644e+01,3.500976e+01,3.487626e+01,3.506311e+01,3.510311e+01,3.514309e+01,3.515641e+01,3.518306e+01,3.519638e+01,3.518306e+01,
,3.508978e+01,3.515641e+01,3.515641e+01,3.510311e+01,3.508978e+01,3.510311e+01,3.508978e+01,3.516973e+01,3.522301e+01,3.522301e+01,3.519638e+01,3.512976e+01,3.516973e+01,3.516973e+01,3.511644e+01,3.522301e+01,3.518306e+01,3.515641e+01,3.508978e+01,3.512976e+01,3.515641e+01,3.515641e+01,3.503644e+01,3.504978e+01,3.510311e+01,3.518306e+01,3.515641e+01,3.512976e+01,3.515641e+01,3.512976e+01,3.516973e+01,3.512976e+01,3.514309e+01,3.510311e+01,3.503644e+01,3.503644e+01,3.503644e+01,3.508978e+01,3.516973e+01,3.512976e+01,3.507645e+01,3.507645e+01,3.508978e+01,3.507645e+01,3.508978e+01,3.514309e+01,3.520969e+01,3.514309e+01,3.512976e+01,3.510311e+01,3.514309e+01,3.512976e+01,3.506311e+01,3.524963e+01,3.503644e+01,3.519638e+01,3.514309e+01,3.511644e+01,3.514309e+01,3.499642e+01,3.511644e+01,3.528956e+01,3.531617e+01,3.515641e+01,3.520969e+01,3.512976e+01,3.504978e+01,3.510311e+01,3.511644e+01,3.510311e+01,3.507645e+01,3.512976e+01,3.515641e+01,3.522301e+01,3.524963e+01,3.524963e+01,3.519638e+01,3.516973e+01,3.516973e+01,3.511644e+01,3.511644e+01,3.511644e+01,3.508978e+01,3.512976e+01,3.518306e+01,3.512976e+01,3.511644e+01,3.514309e+01,3.518306e+01,3.514309e+01,3.514309e+01,3.516973e+01,3.520969e+01,3.522301e+01,
,,3.516973e+01,3.518306e+01,3.511644e+01,3.506311e+01,3.507645e+01,3.508978e+01,3.511644e+01,3.516973e+01,3.511644e+01,3.514309e+01,3.516973e+01,3.527625e+01,3.520969e+01,3.514309e+01,3.522301e+01,3.519638e+01,3.515641e+01,3.520969e+01,3.511644e+01,3.523632e+01,3.508978e+01,3.502310e+01,3.502310e+01,3.508978e+01,3.515641e+01,3.512976e+01,3.504978e+01,3.519638e+01,3.508978e+01,3.511644e+01,3.510311e+01,3.512976e+01,3.511644e+01,3.507645e+01,3.504978e+01,3.508978e+01,3.515641e+01,3.514309e+01,3.514309e+01,3.518306e+01,3.515641e+01,3.516973e+01,3.518306e+01,3.508978e+01,3.508978e+01,3.515641e+01,3.516973e+01,3.512976e+01,3.508978e+01,3.512976e+01,3.510311e+01,3.511644e+01,3.526294e+01,3.510311e+01,3.518306e+01,3.510311e+01,3.500976e+01,3.514309e+01,3.499642e+01,3.511644e+01,3.510311e+01,3.520969e+01,3.519638e+01,3.506311e+01,3.508978e+01,3.504978e+01,3.504978e+01,3.503644e+01,3.503644e+01,3.504978e+01,3.526294e+01,3.516973e+01,3.514309e+01,3.518306e+01,3.520969e+01,3.522301e+01,3.523632e+01,3.523632e+01,3.516973e+01,3.514309e+01,3.511644e+01,3.508978e+01,3.512976e+01,3.512976e+01,3.512976e+01,3.516973e+01,3.516973e+01,3.514309e+01,3.514309e+01,3.511644e+01,3.514309e+01,3.520969e+01,3.518306e+01,
,,3.516973e+01,3.515641e+01,3.510311e+01,3.507645e+01,3.506311e+01,3.508978e+01,3.508978e+01,3.512976e+01,3.508978e+01,3.512976e+01,3.518306e+01,3.527625e+01,3.522301e+01,3.527625e+01,3.519638e+01,3.524963e+01,3.523632e+01,3.526294e+01,3.511644e+01,3.518306e+01,3.507645e+01,3.506311e+01,3.507645e+01,3.510311e+01,3.506311e+01,3.511644e+01,3.510311e+01,3.514309e+01,3.507645e+01,3.507645e+01,3.500976e+01,3.504978e+01,3.504978e+01,3.506311e+01,3.508978e+01,3.508978e+01,3.523632e+01,3.528956e+01,3.519638e+01,3.515641e+01,3.510311e+01,3.503644e+01,3.507645e+01,3.514309e+01,3.512976e+01,3.522301e+01,3.520969e+01,3.519638e+01,3.515641e+01,3.512976e+01,3.512976e+01,3.511644e+01,3.522301e+01,3.520969e+01,3.520969e+01,3.510311e+01,3.500976e+01,3.506311e+01,3.503644e+01,3.507645e+01,3.507645e+01,3.522301e+01,3.523632e+01,3.512976e+01,3.507645e+01,3.514309e+01,3.504978e+01,3.500976e+01,3.502310e+01,3.507645e+01,3.510311e+01,3.507645e+01,3.508978e+01,3.514309e+01,3.526294e+01,3.535607e+01,3.540924e+01,3.531617e+01,3.514309e+01,3.512976e+01,3.512976e+01,3.504978e+01,3.508978e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.512976e+01,3.515641e+01,3.519638e+01,3.523632e+01,3.520969e+01,3.516973e+01,3.519638e+01,
,,3.511644e+01,3.508978e+01,3.512976e+01,3.512976e+01,3.508978e+01,3.508978e+01,3.508978e+01,3.512976e+01,3.508978e+01,3.508978e+01,3.510311e+01,3.508978e+01,3.511644e+01,3.523632e+01,3.510311e+01,3.511644e+01,3.515641e+01,3.519638e+01,3.520969e+01,3.522301e+01,3.524963e+01,3.526294e+01,3.522301e+01,3.522301e+01,3.516973e+01,3.514309e+01,3.514309e+01,3.518306e+01,3.519638e+01,3.519638e+01,3.511644e+01,3.512976e+01,3.519638e+01,3.519638e+01,3.515641e+01,3.510311e+01,3.510311e+01,3.512976e+01,3.515641e+01,3.518306e+01,3.512976e+01,3.502310e+01,3.500976e+01,3.507645e+01,3.507645e+01,3.511644e+01,3.507645e+01,3.504978e+01,3.508978e+01,3.508978e+01,3.512976e+01,3.519638e+01,3.514309e+01,3.515641e+01,3.516973e+01,3.510311e+01,3.508978e+01,3.502310e+01,3.508978e+01,3.512976e+01,3.511644e+01,3.519638e+01,3.516973e+01,3.520969e+01,3.520969e+01,3.511644e+01,3.511644e+01,3.508978e+01,3.494304e+01,3.503644e+01,3.510311e+01,3.511644e+01,3.508978e+01,3.512976e+01,3.516973e+01,3.520969e+01,3.519638e+01,3.516973e+01,3.514309e+01,3.510311e+01,3.508978e+01,3.508978e+01,3.514309e+01,3.518306e+01,3.514309e+01,3.514309e+01,3.514309e+01,3.514309e+01,3.514309e+01,3.512976e+01,3.518306e+01,3.512976e+01,,
,,,3.510311e+01,3.511644e+01,3.512976e+01,3.510311e+01,3.507645e+01,3.511644e+01,3.515641e+01,3.508978e+01,3.508978e+01,3.508978e+01,3.508978e+01,3.512976e+01,3.524963e+01,3.518306e+01,3.508978e+01,3.514309e+01,3.514309e+01,3.519638e+01,3.520969e+01,3.519638e+01,3.520969e+01,3.520969e+01,3.520969e+01,3.526294e+01,3.523632e+01,3.516973e+01,3.524963e+01,3.522301e+01,3.519638e+01,3.515641e+01,3.515641e+01,3.520969e+01,3.516973e+01,3.515641e+01,3.515641e+01,3.512976e+01,3.510311e+01,3.510311e+01,3.512976e+01,3.510311e+01,3.500976e+01,3.494304e+01,3.499642e+01,3.504978e+01,3.512976e+01,3.507645e+01,3.511644e+01,3.511644e+01,3.504978e+01,3.503644e+01,3.518306e+01,3.519638e+01,3.526294e+01,3.508978e+01,3.507645e+01,3.522301e+01,3.512976e+01,3.508978e+01,3.520969e+01,3.511644e+01,3.519638e+01,3.518306e+01,3.523632e+01,3.523632e+01,3.519638e+01,3.514309e+01,3.506311e+01,3.510311e+01,3.507645e+01,3.504978e+01,3.506311e+01,3.510311e+01,3.508978e+01,3.510311e+01,3.515641e+01,3.518306e+01,3.519638e+01,3.515641e+01,3.512976e+01,3.519638e+01,3.524963e+01,3.523632e+01,3.522301e+01,3.515641e+01,3.511644e+01,3.510311e+01,3.515641e+01,3.515641e+01,3.507645e+01,3.512976e+01,3.530286e+01,,
,,,3.506311e+01,3.504978e+01,3.506311e+01,3.506311e+01,3.508978e+01,3.510311e+01,3.510311e+01,3.510311e+01,3.510311e+01,3.507645e+01,3.511644e+01,3.518306e+01,3.526294e+01,3.518306e+01,3.515641e+01,3.516973e+01,3.518306e+01,3.514309e+01,3.504978e+01,3.510311e+01,3.511644e+01,3.507645e+01,3.502310e+01,3.510311e+01,3.511644e+01,3.515641e+01,3.516973e+01,3.518306e+01,3.519638e+01,3.514309e+01,3.512976e+01,3.516973e+01,3.514309e+01,3.511644e+01,3.511644e+01,3.506311e+01,3.507645e+01,3.510311e+01,3.512976e+01,3.515641e+01,3.506311e+01,3.504978e+01,3.503644e+01,3.507645e+01,3.510311e+01,3.512976e+01,3.508978e+01,3.512976e+01,3.506311e+01,3.504978e+01,3.504978e+01,3.516973e+01,3.508978e+01,3.510311e+01,3.507645e+01,3.506311e+01,3.511644e+01,3.507645e+01,3.514309e+01,3.516973e+01,3.514309e+01,3.514309e+01,3.515641e+01,3.518306e+01,3.504978e+01,3.503644e+01,3.504978e+01,3.508978e+01,3.507645e+01,3.510311e+01,3.508978e+01,3.506311e+01,3.510311e+01,3.506311e+01,3.508978e+01,3.516973e+01,3.512976e+01,3.510311e+01,3.508978e+01,3.506311e+01,3.512976e+01,3.518306e+01,3.514309e+01,3.518306e+01,3.511644e+01,3.514309e+01,3.515641e+01,3.514309e+01,3.518306e+01,3.516973e+01,,,
,,,3.507645e+01,3.504978e+01,3.503644e+01,3.503644e+01,3.510311e+01,3.512976e+01,3.516973e+01,3.514309e+01,3.511644e+01,3.512976e+01,3.510311e+01,3.514309e+01,3.526294e+01,3.524963e+01,3.519638e+01,3.519638e+01,3.524963e+01,3.518306e+01,3.520969e+01,3.508978e+01,3.523632e+01,3.524963e+01,3.522301e+01,3.507645e+01,3.508978e+01,3.522301e+01,3.522301e+01,3.519638e+01,3.518306e+01,3.523632e+01,3.512976e+01,3.515641e+01,3.516973e+01,3.515641e+01,3.511644e+01,3.506311e+01,3.511644e+01,3.512976e+01,3.507645e+01,3.503644e+01,3.507645e+01,3.504978e+01,3.499642e+01,3.500976e+01,3.504978e+01,3.512976e+01,3.512976e+01,3.519638e+01,3.506311e+01,3.522301e+01,3.507645e+01,3.508978e+01,3.504978e+01,3.512976e+01,3.508978e+01,3.515641e+01,3.510311e+01,3.508978e+01,3.507645e+01,3.519638e+01,3.516973e+01,3.518306e+01,3.522301e+01,3.518306e+01,3.514309e+01,3.512976e+01,3.514309e+01,3.507645e+01,3.508978e+01,3.506311e+01,3.504978e+01,3.504978e+01,3.514309e+01,3.512976e+01,3.511644e+01,3.512976e+01,3.511644e+01,3.510311e+01,3.514309e+01,3.519638e+01,3.514309e+01,3.507645e+01,3.512976e+01,3.514309e+01,3.515641e+01,3.516973e+01,3.520969e+01,3.530286e+01,3.516973e+01,3.531617e+01,,,
,,,,3.507645e+01,3.510311e+01,3.508978e+01,3.511644e+01,3.515641e+01,3.519638e+01,3.516973e+01,3.514309e+01,3.515641e+01,3.515641e+01,3.515641e+01,3.519638e+01,3.515641e+01,3.512976e+01,3.514309e+01,3.510311e+01,3.510311e+01,3.515641e+01,3.512976e+01,3.520969e+01,3.511644e+01,3.512976e+01,3.520969e+01,3.518306e+01,3.510311e+01,3.515641e+01,3.514309e+01,3.514309e+01,3.516973e+01,3.514309e+01,3.516973e+01,3.511644e+01,3.506311e+01,3.511644e+01,3.511644e+01,3.514309e+01,3.528956e+01,3.526294e+01,3.511644e+01,3.510311e+01,3.507645e+01,3.510311e+01,3.507645e+01,3.506311e+01,3.516973e+01,3.516973e+01,3.520969e+01,3.508978e+01,3.510311e+01,3.510311e+01,3.510311e+01,3.508978e+01,3.515641e+01,3.511644e+01,3.506311e+01,3.507645e+01,3.510311e+01,3.504978e+01,3.512976e+01,3.518306e+01,3.519638e+01,3.515641e+01,3.507645e+01,3.510311e+01,3.530286e+01,3.519638e+01,3.512976e+01,3.507645e+01,3.508978e+01,3.510311e+01,3.510311e+01,3.510311e+01,3.510311e+01,3.508978e+01,3.511644e+01,3.514309e+01,3.511644e+01,3.507645e+01,3.511644e+01,3.515641e+01,3.512976e+01,3.514309e+01,3.520969e+01,3.516973e+01,3.516973e+01,3.514309e+01,3.508978e+01,3.508978e+01,3.511644e+01,,,
,,,,3.508978e+01,3.506311e+01,3.508978e+01,3.510311e+01,3.511644e+01,3.515641e+01,3.519638e+01,3.527625e+01,3.519638e+01,3.519638e+01,3.515641e+01,3.515641e+01,3.516973e+01,3.510311e+01,3.504978e+01,3.510311e+01,3.512976e+01,3.508978e+01,3.510311e+01,3.510311e+01,3.512976e+01,3.511644e+01,3.515641e+01,3.522301e+01,3.523632e+01,3.520969e+01,3.516973e+01,3.520969e+01,3.522301e+01,3.520969e+01,3.512976e+01,3.519638e+01,3.518306e+01,3.515641e+01,3.516973e+01,3.527625e+01,3.528956e+01,3.508978e+01,3.498307e+01,3.498307e+01,3.504978e+01,3.508978e+01,3.503644e+01,3.508978e+01,3.516973e+01,3.510311e+01,3.514309e+01,3.516973e+01,3.511644e+01,3.503644e+01,3.504978e+01,3.510311e+01,3.507645e+01,3.512976e+01,3.507645e+01,3.507645e+01,3.506311e+01,3.508978e+01,3.512976e+01,3.502310e+01,3.514309e+01,3.516973e+01,3.524963e+01,3.523632e+01,3.512976e+01,3.519638e+01,3.512976e+01,3.508978e+01,3.510311e+01,3.514309e+01,3.507645e+01,3.504978e+01,3.508978e+01,3.512976e+01,3.512976e+01,3.511644e+01,3.510311e+01,3.514309e+01,3.519638e+01,3.516973e+01,3.518306e+01,3.522301e+01,3.519638e+01,3.516973e+01,3.516973e+01,3.512976e+01,3.506311e+01,3.504978e+01,,,,
,,,,,3.507645e+01,3.503644e+01,3.506311e+01,3.514309e+01,3.516973e+01,3.522301e+01,3.530286e+01,3.515641e+01,3.522301e+01,3.520969e+01,3.514309e+01,3.514309e+01,3.506311e+01,3.508978e+01,3.500976e+01,3.498307e+01,3.508978e+01,3.512976e+01,3.498307e+01,3.498307e+01,3.500976e+01,3.510311e+01,3.518306e+01,3.520969e+01,3.515641e+01,3.511644e+01,3.506311e+01,3.515641e+01,3.514309e+01,3.510311e+01,3.511644e+01,3.511644e+01,3.507645e+01,3.507645e+01,3.514309e+01,3.515641e+01,3.507645e+01,3.498307e+01,3.496973e+01,3.502310e+01,3.504978e+01,3.500976e+01,3.506311e+01,3.510311e+01,3.515641e+01,3.520969e+01,3.519638e+01,3.512976e+01,3.510311e+01,3.514309e+01,3.520969e+01,3.511644e+01,3.511644e+01,3.500976e+01,3.502310e+01,3.507645e+01,3.507645e+01,3.504978e+01,3.512976e+01,3.515641e+01,3.511644e+01,3.508978e+01,3.526294e+01,3.522301e+01,3.515641e+01,3.511644e+01,3.511644e+01,3.511644e+01,3.508978e+01,3.502310e+01,3.503644e+01,3.504978e+01,3.504978e+01,3.506311e+01,3.510311e+01,3.510311e+01,3.511644e+01,3.512976e+01,3.507645e+01,3.507645e+01,3.506311e+01,3.512976e+01,3.522301e+01,3.524963e+01,3.508978e+01,3.507645e+01,3.506311e+01,,,,
